UserID,Rec1,Rec2,Rec3,Rec4,Rec5,Rec6,Rec7,Rec8,Rec9,Rec10,Rec11,Rec12,Rec13,Rec14,Rec15,Rec16,Rec17,Rec18,Rec19,Rec20,Rec21,Rec22,Rec23,Rec24,Rec25,Rec26,Rec27,Rec28,Rec29,Rec30,Rec31,Rec32,Rec33,Rec34,Rec35,Rec36,Rec37,Rec38,Rec39,Rec40,Rec41,Rec42,Rec43,Rec44,Rec45,Rec46,Rec47,Rec48,Rec49,Rec50,Rec51,Rec52,Rec53,Rec54,Rec55,Rec56,Rec57,Rec58,Rec59,Rec60,Rec61,Rec62,Rec63,Rec64,Rec65,Rec66,Rec67,Rec68,Rec69,Rec70,Rec71,Rec72,Rec73,Rec74,Rec75,Rec76,Rec77,Rec78,Rec79,Rec80,Rec81,Rec82,Rec83,Rec84,Rec85,Rec86,Rec87,Rec88,Rec89,Rec90,Rec91,Rec92,Rec93,Rec94,Rec95,Rec96,Rec97,Rec98,Rec99,Rec100,Rec101,Rec102,Rec103,Rec104,Rec105,Rec106,Rec107,Rec108,Rec109,Rec110,Rec111,Rec112,Rec113,Rec114,Rec115,Rec116,Rec117,Rec118,Rec119,Rec120,Rec121,Rec122,Rec123,Rec124,Rec125,Rec126,Rec127,Rec128,Rec129,Rec130,Rec131,Rec132,Rec133,Rec134,Rec135,Rec136,Rec137,Rec138,Rec139,Rec140,Rec141,Rec142,Rec143,Rec144,Rec145,Rec146,Rec147,Rec148,Rec149,Rec150
21659,0060910992,0060924926,006017143X,0060924799,0060924837,0140363033,0060920335,2264029919,0140340203,226402996X,2264029951,0060166495,0060964049,0140089179,8433912364,0141301074,0140346406,0446607320,0140309128,0312950063,2264029927,006093090X,0880291230,0060165529,0590136011,0141301058,0140505660,0060161647,0553151657,1558533729,0141304707,0553150510,0312922051,0312970323,0553151746,2070544281,0451164938,0141311398,0451160436,0312974574,2070513726,0312966539,0312963394,0141302712,0451165594,0590996835,0515119393,0140328742,014034294X,055315186X,0312964005,0312966326,1558536736,0590060198,0786003146,0312959893,0451408535,067169071X,0553574353,0449149307,0451405471,0786005513,0140327592,0451155513,0312952287,0140384774,0964761203,0060191414,0060191538,0440165121,0140018328,0451166604,0375815260,0380715465,0312262701,0345432991,0451166884,0140118470,0929387619,0671017470,0393050297,0786010568,0818405422,0140320431,0140051317,0440234735,0451203267,0141301066,0809243210,067179356X,0613371895,2070512541,0451406095,0553150979,0060191457,0061010367,0590111523,0821731130,0380719320,1892941589,0312982313,0818405090,0312951329,0312957262,014036837X,0312962851,0743225120,0671025341,0140373624,0440206685,0312979274,0821729551,0140328696,0451404092,0786013621,0451167570,0312927967,0670870897,0684810476,0771079524,1558535411,0380760096,0671527886,0440223423,0517702134,0330337114,0922915296,0451402103,0809239949,0451404238,038080087X,0671868713,0385485093,0141310340,0451401964,0380725037,0786014229,0753700891,0140243887,0140158073,0525243909,0747255148,0451407318,0451405323,0451403495,0385299362,0787104876,038075987X,1569802068,0312956045
21684,0440235782,0373226934,0345463404,0312975651,0345456939,0553583077,082177509X,0373613717,0553583867,0373119739,0373691653,0449006840,0425193047,0373441509,0373121857,0804119716,0804119538,0821768441,0373227043,0804119708,0373441800,037327212X,074340596X,0312976909,082177462X,0804120013,0373440685,1551666189,0821774980,0373226993,0373613725,0373225717,1551669587,0373121458,0373764596,0373711123,0373650175,0373764146,0743443950,0373079680,0373120079,0373122098,0373226799,0373226195,0373226519,0373243979,0743467191,0373765649,0373226160,037316968X,0373240996,0373121601,0373709420,0373226101,0373272723,0373272839,0373226144,037321877X,0804119724,0373272820,037322608X,0373691211,155166903X,1551665956,0373226829,0843943629,0440241162,0373226764,3442353394,0373226268,0373122411,0373250193,0373079621,0373227655,0373169671,0373230206,0373273010,0373227051,0373201818,0449006417,0373122543,0373835760,0373225091,0451204301,0385335849,0843947160,0743405951,1551668262,1551667436,0373226098,0263819922,0373272006,0373227450,0373691300,0743467604,0373613733,0373441649,0373440642,0743457943,0373244304,026382831X,0373273193,0373218117,0373224818,0380806312,0060539836,0446610852,0451411366,0373037686,0373168381,0373225962,0440224659,0505524333,0373273185,051513399X,0373240279,0380790963,0385333838,0373765215,037319675X,0373764235,0380820552,0312980159,0515128600,0515130923,1551668653,0373484119,0373224672,0061031089,0373484267,0060536705,0688170250,0373484445,0451207963,0373038054,0373227175,0373168527,0373483783,037319711X,0373245556,0373224915,0312932790,0373226187,1551667401,0312932820,0373225040,0373613768,0373195818,0373271395,0373169620
21708,0943358078,0553278207,1883647029,0884043789,1580174434,0140191275,1882606256,0931580781,0890874751,0553372408,0671756079,0345423747,0553057006,1878424084,0876683847,1572241934,3492221009,0671020226,0881841005,0875963382,0070480397,0738200115,0375703128,0671221248,0804819882,0878339914,0889086559,0671535706,0553284347,0452011116,0671666320,0671791583,0440502616,093158079X,0806638370,0440154138,157062383X,0850307872,0834803763,0394500237,0767903390,0875964249,1856750663,0399512985,0062516795,0684827573,0671767917,0553295101,0553275593,0446395110,0553381407,0884042642,0871318059,1571742549,0944031072,0553263900,1567310710,0451166817,0061044571,0446518549,0517585839,0874775388,0312952236,1879237970,0449908526,1585420611,0934081158,0131867199,0931580366,0060171626,0671224484,0553209779,1887424520,0440505828,0449910245,0060186976,0399142886,0517886073,1567310052,0811821927,0425132110,006109224X,0131221922,1852308974,9813056495,044990668X,0060916087,0517163446,0553344269,0840799861,0553251961,0786880872,0671867865,0446305987,0393027414,1561703494,0312929277,1561706566,0871932148,0060919833,0028639588,0425101088,1886941343,0879054700,0959774661,0446604046,0137973322,0878337822,1843330202,0553260057,0843104287,1556433468,0866837035,0894866486,0688094554,0060972920,1887317015,0304357278,0385486871,1889140112,0137533195,1570620776,0679723005,3518374508,0809127733,014017799X,0809244942,0399146865,0451115589,0805461558,0395798671,0133036030,0399517278,0806904798,0146000501,0874776570,1564146731,1576440141,006016848X,0517538393,0395611571,0671448315,0312395272,0517887940,0553273825,0449223841,0425183270,080661711X,1888043040,0684800233
21875,0060175907,0060012781,0060936363,2253154830,950072040X,8401375924,038082101X,158234082X,0609608479,3518383973,006095129X,006019491X,0060927216,0060932759,1582344094,9500720418,0553273604,0785813640,0375417230,0060951303,0553280589,0375501959,8401012104,0553273914,0060951311,0349113424,0375412808,0060530421,0060510323,0767903382,0385721234,0066211239,0060535032,0767903196,0553258656,0060591706,0060951281,0060951273,006019538X,9681336089,038572151X,006050918X,0060953691,0345457641,038542017X,342311360X,0156002728,1592400906,0060183713,0743221834,0754091392,8420465577,3462032054,0375400699,0553472550,037571362X,0142000949,0060589426,0140281584,0385474016,8401376734,3518381768,0385471483,0207197687,8479019395,0140271414,8439709498,1552975711,8472234320,0060958340,1584790830,1400034671,1401300227,0385420161,0375502777,067973743X,037550298X,0553371835,0140245596,0865476276,8436807545,0399150838,8401423465,067943853X,8420441619,0399150749,2253038040,8472236552,006093395X,8420442127,8439719558,0743476867,0380012057,8408002511,0060975229,0684819295,0130944564,0684869527,0618154442,0394561619,076790284X,1400032237,0375758232,0060093595,0060196475,0060560754,0140119906,8408045504,8408043781,1400060117,0304362158,0385319622,0767902831,8420483508,074325550X,8433920103,0425184668,0517706814,1584792965,8484504328,0060938455,0966961706,034540551X,0609806572,0142001619,8483140004,0767916069,8420466557,8408043641,8433961861,0393029603,9972847012,3423203374,0374527229,0316748641,0151001812,9504906915,096521365X,0688178502,060980149X,0618155481,8408046756,0802713491,0393020371,0609805002,1580632122,8403598505,1400041503,0385508603,2020315491
21912,014029645X,0751523925,0747219419,0375704760,1551924765,044652560X,0751507660,1860461611,0679826718,0751514314,0394825993,1587152355,0044422776,0394895894,1852425970,0517203383,1875847561,0751506990,0967197902,0553583778,0380008971,0754110001,0030474868,0312975716,031224116X,0333782453,0967197910,0552999067,0786703385,0751516643,0809500817,1568581491,0380788691,0786701684,1590580982,2253144614,1857023986,0440911230,0380011433,0399242562,0966347358,0425171957,068566158X,0393311538,0020088248,0553579673,0671001183,0099558505,0752847988,0449149331,0349115087,0736618198,0345302745,0380811146,044022392X,0142300985,0380705729,1896764053,0684815028,1593140126,0671497596,055358281X,0684803860,0590605135,0449210952,0765343479,0671033883,1892065053,0142003409,0425155781,0441006329,038070577X,0380705745,0020545304,0060808276,0954342100,0330340646,0380763958,0380804204,0892961961,0747245843,0440187664,0380811138,0952855739,0330350196,0440187923,0515075035,0425044890,0062512668,0708964540,0345413571,0812555244,0743440358,0312964285,0880298596,1573221090,2290312169,0747277206,0892963999,0755100697,0451201906,055357809X,014062144X,0312287682,0452281881,0515077356,0140280898,0345440048,0450484904,0373261306,0064470288,0440401143,0312966695,0316910147,1559707135,0449220273,0515061662,0001845039,0886190266,0006510019,0061057940,0451196813,325721538X,0345430581,0312961006,0345440072,189609595X,2070426815,0671640348,0805005064,0312968329,0446524328,0553577808,1853260584,0192860836,312577540X,0553801945,0786700416,1890768030,0708842062,0515075345,0446323527,0679774033,1573227749,023399680X,019283150X,0449216861,0515076066,067173427X,0006171788
22022,0887308910,0895865025,0684812010,0395711339,188641128X,0673461750,1840462507,0688161480,0812928962,0300084730,1580420249,0671640771,0151898502,0312422520,0345320530,0395421144,0966961706,0140260404,0756762391,081445495X,0553380834,0471295639,0679736220,087584801X,0140254501,0446525685,0688048307,0066620422,0814405673,0385419945,0600392880,0553290231,0393020371,0393313654,0066620724,0789463709,0385502893,0684839032,0130173231,0385247494,0684803534,051600591X,0316937614,0671726889,0345446976,0674463676,006251010X,014011582X,0072231718,0060523794,0812930371,0811809129,1568302894,0743225708,0671683225,044651909X,0471237124,076454361X,1591251478,0714829080,0130342653,0139634479,0596002491,158648141X,1576440141,0072398329,0672308851,0596002602,0375502777,0060926708,076450830X,0618127453,078688021X,0380815931,0070920419,1572319267,0929279859,1558284036,0125184069,0446385077,0764506749,0789715341,078971406X,0525945717,0789728516,156884168X,037550298X,0201627086,046504512X,0735614490,1573220205,0789455315,0679740392,0671767895,0534011160,0399143742,0671669516,0451162641,0312806809,0684844044,0619131209,1556156235,1565296664,1568849036,076451640X,0767901843,0072509589,0201489988,0452283043,0345354079,0312243340,0446673315,0671441337,0684834995,1558605827,0684819295,0679734155,0814471188,0465026079,0070379904,0813527422,1565923251,3453099168,078972829X,0375700366,0442292767,1565925874,0760307520,0385472560,0060536357,0446391581,0553277375,0743249275,1568849079,0385495315,0066620996,1931836876,0130878278,0805047387,1565298942,0764535153,0446611859,0672311623,0609807374,0596003323,0425142884,0764501836,067232105X,006016445X,0747271429
22062,0451203658,0684815095,0375700811,0452272785,0375726624,0375408908,8427007450,0375413081,1400030366,088001685X,1854108999,0805063889,0385265263,0767900316,0684863871,074324527X,0385265565,3442126800,0312975929,0499903390,0140236589,0316746711,1569472807,006059537X,0380710757,0345449835,1583220089,0060934808,0316544175,0140390316,0374529035,0618001905,1586480499,0060193093,0393323048,0375404619,1565846567,1400034639,0375411151,0312420021,1401300057,0679774025,055312000X,0451515048,0618446702,1904132138,0679772677,0609807374,140130057X,0786868031,0156013045,0345432991,0446606251,0805029214,1590170180,0060193557,0609608738,0671785214,080504695X,0060976977,1583224939,067084280X,1560252758,0451203933,0394563492,0553560239,0394531035,0451202708,0385324081,0767902890,0679455612,0671681494,1555833810,0618056831,0871138026,0679760237,0020306652,0553212451,0060088613,1582340986,0345364082,0060974990,0553274325,0618056823,0345408918,0393010465,0767900243,0060195827,0140246274,0380723336,0452283167,0312243359,0688151175,0684842025,0140236333,0451524209,0316914851,0345330773,0142000426,0452282098,0375726403,0553573489,0375760245,190259357X,0060086386,0385495641,0871138344,0375501517,0345425294,0395954290,1880684578,0380977516,0140064699,0345311973,0449006581,0375726322,0814207588,0449004279,0375503315,0345422449,0345410998,0380732734,0380401967,0394753666,0446611859,0375700366,0446611328,068486522X,0679721037,038097732X,067085414X,0394720245,0140262474,0684857707,0380797631,0061000205,1558535527,0374129851,0060097825,0385505914,0451193040,0306810123,0767904427,0446611913,1573222127,1561483338,0679738762,015600531X,0060973722,0743262174
22107,0694526215,0061030430,0849937809,155921158X,0747245843,0618238573,0618227598,0618219137,0061099481,0061093092,226402397X,0618238581,0739404083,0618219145,0618154566,0140291822,0060167688,0618155880,0553074938,0312207662,0515093025,0061091790,061812702X,0425193500,0618127046,155166741X,0618154574,0618127038,0425174379,0425155293,0906744172,1569470901,0060176075,0679890998,0446401986,2253144614,0380712954,0340682272,3570300099,0316852112,3612276204,1559212438,0525944591,0345316770,0140274146,1551668289,0060805498,0060391022,067003200X,0142003727,0758201982,0425179648,055358281X,1569470553,1562946714,1551666235,0312201656,0380485613,0425128482,3404258223,0670891509,0671001183,0749308494,0140034919,051712016X,1573229334,0671040855,3453212150,067003097X,3499233002,0445409126,031231616X,0552999512,0060805943,0380730448,0446403342,0340768096,2020263726,0802136265,0670032786,0425176053,0553291955,0007106572,0141311002,0743471113,0684196263,1841810517,1573222151,0452281636,1854879979,0525947345,0140178406,0330353349,0892963883,0805067868,044022392X,0060525355,0575059346,0373250649,0330326856,0345348176,0452281679,3404144791,051513290X,3499427230,0425184498,0374214891,3404145666,0671657798,0804111626,0375705732,0330342673,0312961324,0312961278,0413588106,0440202043,3453171691,0380820447,055358412X,0451205561,0375506306,1583143963,1414051999,0517703238,081296666X,8807813823,0452283027,0140178414,067173427X,3442541638,0060532149,0451197860,1573221880,3442429641,0451409256,0553286064,006017630X,0590405489,0553185063,0060595620,3442412404,0863699650,3404143213,0679774033,0340632755,0312927746,0553562525,0743431006,0688058590,034068948X
22154,0321130073,0764525956,0072131780,0672322544,1558605827,0764535153,0764534238,0201354934,0764519956,0764560670,0789723166,0471196649,0764507214,1568302894,0735612846,076450407X,0764560077,1564965171,0764503316,1861001568,0764507230,0619016620,0789709651,1562055852,1565924924,1561633291,020135473X,1565922352,0672319772,1562055925,0125184069,0814405673,1565925874,0764515470,0672309785,0789455315,1891984322,076454361X,0735614490,1565924878,0072398329,0596003323,0672317885,0814471188,076450830X,0789463709,076451640X,067232105X,0122635906,0609800981,0761514252,1558284036,0135658217,1565926994,0130342653,156592262X,0596002491,1574101277,0072231718,0767902238,0066620422,078972829X,0684869543,1582971242,1581150296,0898799813,0066620724,1582971846,1570712190,1565922204,0805047387,0072509589,0201734834,1576108813,0883964716,1562059513,0201634546,0812928962,1580760945,1559275596,0808002406,0672311623,0375709479,0672317206,0764506749,188641128X,0072129409,0966723724,0688161480,0140254501,0764516817,1885266006,0789728516,0395711339,0619016256,1577311310,0130173231,1568304706,0806920459,1558505814,087584801X,0887482570,0761503374,0764547003,1551800713,1576104192,0812930371,1572319267,0696210207,1891506498,0070920419,1564409988,0849953537,0884481492,0735709696,088730611X,0789715341,0673461750,1883601126,0714829080,0596002602,0446525685,078971406X,1558506020,1566091594,0399525777,039586061X,089879854X,0618127453,037550298X,1556156235,0140260404,0764500481,0933087853,0471208752,0887308910,0672308851,192918011X,0898798140,0966961706,0385484100,0735611343,0785264930,1883419794,0887308791,0740718770,0619131209,0395714060,0072126620,0345446976
22252,0807281751,0807281956,1561708453,043920352X,0671024248,0671042149,0312272243,0345444884,0786222727,043936213X,0451166582,059035342X,0743436210,0884944719,031231616X,0812544048,0833510266,0684867621,0684853515,3550071434,0486415864,9810446721,0439064872,0140366784,3551551677,0671708635,3551551936,0439314550,8478884955,1855496704,0451167538,1566193028,0807282316,078711068X,0743510267,0486406482,0140434941,0451526279,043935806X,0375504397,0517118297,0140434151,0747545774,0679783326,847888646X,0451523067,0439136369,3551551693,8478886559,0451193881,0140434003,0486424499,8401491029,0553211803,0192100343,0140620109,8478886451,8478885196,0140430113,1561708771,0451190564,0312201656,0517606100,0807281948,1853260045,0671039725,0375507779,345309994X,0613325419,0684802031,1577311523,1561380229,0786881186,0140351310,0439554896,3453503384,0671663984,0451188764,0312080824,0451160444,1878424483,0670813028,3453088883,3548252729,0670858692,0553211404,1878424319,1878424505,0451160916,0425105334,0451169514,0743427084,0671032658,0671673009,1580630200,0613496744,0439567610,0451072804,0743520041,0671250671,1853260207,0399128298,0451523326,0684853507,0671039741,0671041789,1860491022,3404130081,0671045857,0743243153,2277301043,1566194415,5353004329,0893756113,0451190548,0451183940,0553211897,0451157443,0451197127,0670851086,0451190556,0684853523,0451525248,0451190521,067081458X,0192833553,0451170113,0141181230,0452278902,0451169522,1573245038,0141305371,1580175090,0972393617,156619024X,0446522740,0671797999,0425104338,0553212737,0192824325,0671024256,0451190750,0062505378,0833518534,0743235150,1853260282,3453116143,031226481X,0142003557,0452284724
22365,0345428234,3499263378,0375415750,0553107437,031208188X,0375502971,0312965788,0316741671,0553117467,0553268120,1559274581,0330246631,0718121449,0553266055,0312020317,055309971X,0553205587,0553122509,0553580906,0553580256,0553575414,0553107380,0553580280,0553801589,0312966555,0553110004,0449908747,0375760253,1561451312,0525945075,0679774025,0553282204,034542705X,0873514300,0553107445,0316037443,0312966199,0553582852,0375724443,051513113X,3499260816,0807119563,0515123471,0671785141,0679752927,0375708707,0679442588,156044293X,0060197722,0515126098,0552143774,1578060869,1587880636,0553287532,0140113428,0312113420,055338015X,0515125512,0694522112,0553572369,1879941201,055305306X,0345465083,0679751602,0679767223,0374226075,0316037370,0201626705,0449221393,0821228307,006097253X,0091802067,0553572350,0515129232,0743211936,0394574567,0684810263,0553575406,0702231916,0380009471,0449219569,0061063959,0375404619,0060956291,0743218795,0515117234,0449217191,0312925581,0380978091,0449217930,0449212645,0141002166,0449217205,0330352253,0786865792,0449212696,0385317018,3499134039,0440222656,0671785214,0140298533,0449212718,0553109049,0449221148,0399141855,0684833131,0449213145,0553572377,039914434X,0399149562,0515119520,0671740679,0006548539,3442431875,0380714515,0375705856,2264016124,0449207544,0786866772,0679767207,0399134700,1857022424,1558535527,0553562398,0399135812,0375406182,0679724362,067150732X,0515116173,0385315236,037575931X,0380724472,0553802631,0380809362,0671510053,0590413643,0312146310,1889135054,0515123463,0613377168,068419337X,0671883658,0743204212,0449212726,0671464043,0156007193,1585420638,0804115761,0688123252,0449212394
22409,1551666936,1551669218,0312976909,0821768441,0373765649,0373790376,0373226098,0821763733,0373765118,0373790651,0553443291,0821772244,0373440685,0373834640,037327212X,0373765428,055321893X,0373764146,0373764952,0373273037,0505525046,0373258666,0373078609,0373255292,0316171638,037322608X,0373706456,0373258518,0373226071,0553446398,037325928X,0373484445,037307560X,0373765789,0515130923,0373089104,0373120087,0373201818,0373226373,0373243944,0373224672,0373706545,0312968078,0373834292,0373258216,0312975651,0373227450,0373765355,0373258275,0061094595,0743467191,0373226993,0373226055,0373226519,0373076223,0843943629,0553583867,037383232X,0373790945,0373226756,0440214858,0373226500,0373244304,0373226306,0373711050,0373272367,0373273193,0373169620,0373710879,0373441800,0373244177,0373259883,0373613709,0373226160,1551668440,0373791356,0373271433,037324343X,0515131741,0373245475,1551669587,0373196318,1551668432,0743405951,0373273096,0373225687,0373484305,0373709080,0451408691,0373088183,0373226799,0505523973,0373272006,0373691653,037322639X,0373225717,037327209X,1551666006,0843940417,1551666413,0804109745,0380819201,0373790899,037321877X,0373226012,0373834691,0380775794,0373075448,0373711239,0380810492,0373226128,0373765517,0373076932,0373258941,0373271395,0373650175,1551665956,0843947160,0515132292,0373764235,0373217218,0373257740,0373835760,0373227043,0312992823,0373613717,0449006840,0373710763,0373244800,037322611X,155166920X,0373077351,0553446282,0061083917,0373243820,0373226764,0373075286,0671024329,0373691211,0373709692,0758204175,0373258224,0505524333,0380819600,155166903X,0821762982,0373169884,0373242816,0373225202,0373241747
22461,0866229701,0866223010,0060923091,157954519X,091516695X,0875965237,0876056532,0866224793,0876056354,0812045351,3806822875,0866228306,0140288546,1582700230,0866221433,0764121650,0764152688,0866226141,0517118424,0876058403,0553053302,0876057776,0440505674,087605534X,0517207346,0876057644,0882666231,0876056788,0451129040,0876054556,0394800486,0533144086,0446675385,0793800722,0875962432,0517000164,0812090381,0793821010,0812093453,0671756079,0816724199,0898159520,0891095799,0702880205,0789483947,185782041X,0446386405,0446521515,0345453387,0874777410,0517880539,0876055846,0889086559,014017799X,0878571183,0060406046,0761129030,1564581764,0876683847,0553057006,067147247X,1885203632,0812092007,1562828851,0385155115,0553260057,0894866486,0679726748,044990668X,0137533195,0671521691,3492221009,0004709721,0722515596,0894808249,0809244942,0316281697,1558740163,0553344269,1555425550,0572001797,0451115589,0446526037,0895777924,1556522746,1563056291,0932194869,0811807282,0920656943,0897210115,0345448820,0425121348,0060970200,1862043906,0831400137,0812065905,0801512492,0553372408,1879237970,0874250862,0840774559,0895775549,0915793806,080661711X,1889140139,0802772536,0805461558,1884153089,0800756363,0553057936,0440504716,067162248X,0720606314,0896939383,156458027X,0553284347,0894806149,0800756797,0440502616,0449901556,0842382127,0943158605,0870292803,0884043789,0553263900,068480302X,1879237741,0393027414,0671749838,0314852514,0425101088,1567310710,0914697897,0316700150,0786880872,0451166817,014026065X,0762406925,0806638370,0060175656,0671767917,1568381417,0813522137,0803706987,0375760253,0935908463,1860541275,1586632434,0856606979,0446361046
22495,0446530891,0446525804,0446611778,0446608890,0446525774,0446522597,0446607711,0446603589,0446525731,0446520950,0446604844,0446610100,0451408888,0446527165,1551666537,074324642X,0060005556,0451410106,0553582127,1551664380,0553584375,0312272553,0553800973,0553587692,0060532149,0446531588,0373226144,0061031410,0399148779,0553802453,0553584383,0399150560,0553582135,055380247X,1551668637,0553582143,0373441835,0060595620,0061030430,0743469844,1575666731,0373834608,0451409256,0380808307,0446612812,0373441851,0553586122,0553802461,0399151273,0373613687,0373250452,0373259735,0380814390,0380776839,1551666839,3499233002,0060557117,0060089296,0553802526,0373250223,0743457617,0349113920,1551665182,006621341X,0446612804,0671004166,0515135739,0553578685,006098824X,0758201982,0380808080,0440237300,0373250436,0312273053,0452282128,0553803409,0425192105,0767905202,0553578693,0821769278,0060589779,0452283825,0373259557,0525947299,0373218117,0373250339,0821771167,0345447409,0821771159,0767915593,0553582712,0373121601,0525946535,0312977670,037325038X,0060008296,0767907809,0446526614,0373711123,0373250606,0767907817,0688180728,0446527130,0380820447,0385501412,0694526215,0425178579,0440237424,0743457935,0373441584,3442354064,1551667517,0670032808,0373254768,0060196092,0752843303,0515136565,0373250177,0553578022,0340768096,1551667010,0446613053,0373218966,1551669153,0515137200,0060185287,0446690155,0451207505,0671047515,0345451473,0345457587,0515133302,0060514930,0451210158,0425184498,0312974728,0312316690,0743412753,0060514949,0140279288,0671036556,0553576046,0380818078,0399147381,0451204778,0373250185,0385336667,0373613784,0373271875,0373259476
22521,0552145726,0060012331,0451453573,0060012358,0061020400,8401479436,0061020656,0575071044,0061059064,0753107449,0451452259,0613277619,3453123271,0061020710,0861404211,0753101203,0575073772,1856958450,0061020648,0753101408,1856958000,0345453743,0330492047,1856958280,0575056991,0753100185,0061020680,0753101394,0061020702,0061020672,0380978954,1856958140,0061031321,0345418905,006105691X,0753101416,0517149257,0753100177,057506885X,0060507772,1856958310,0753100169,0613336526,0552139459,3453146972,0060177500,0753100207,0345391802,0753105209,2290053651,1856958620,0380818191,0752853694,0753100193,0061054895,0061092193,2266080687,1400045088,0345460952,0671746065,8433923501,3453171977,0517548747,0671701592,3442415578,0575073195,0671739670,0517542099,0552146722,0330262130,0330267388,0671525808,0552143243,0671601075,0451451686,0517577402,0575600306,0517559501,0671664964,0671461494,0517545357,0671532642,8433912712,0451159233,0671467263,0671442686,0575042176,0517693119,0671477099,0552133256,0517554399,2070426831,0671742515,0681403225,0345368436,0064473368,0671660632,2070426823,3442437792,0671625837,0609601032,0671692674,0140124381,2277238929,0060571314,0060096098,0060987324,0330482076,0765305224,0441008550,0380814021,0064472809,1556344473,156865684X,068986020X,0373250290,0765342456,1556342616,0441009603,0590457225,0439176824,2266091344,0316735183,0142500372,0441007287,0312287364,0843953780,0064410188,0060298774,0064472795,0439436559,1592865089,0002243962,0345418263,0375823468,0689843372,0446692840,156389470X,0679879242,0590112899,0064473511,0373250363,0440418321,0517582155,0689867034,0967944406,0441010296,006028871X,0760730008,0886779898
22625,0060922885,048626873X,0060129484,1400077826,0821225073,0345434773,0486275507,0670894494,0670031267,0385720149,0805005013,0375755195,0871136791,8423974006,0670317012,0060527099,0425196429,0030271509,014029628X,0060175400,0375705228,0066209773,0375755209,0030002060,0064409422,0374518173,0613377168,0140186484,0736647732,0679757821,0807068187,0064471195,0688180639,0786881488,0064409430,0822956705,0671496174,0375503803,0486292940,0064471101,0679416781,0807127914,0380009471,1566190371,068481451X,0743225406,0060928778,0060925000,1879941201,0517187213,0375753206,088001380X,0375700757,0671510053,0312203764,1565115430,0380729865,0064409457,0156724006,0312206070,0671510126,0920852130,0679448810,0679443673,0060512822,0020698461,0345389239,0486298035,0684814528,0374523444,0060959037,0933087853,0743203631,0684853736,0679437630,0679734570,048627165X,031274501X,0375504036,1561380458,0385309139,0679776591,0140195513,037570924X,0375410945,0802138578,0451171357,0684859939,1571310169,0060928360,0804115761,0099778017,0679742565,0679736379,0486270521,068419337X,0671729896,0312032978,0679735909,0679405135,0684832828,0140285105,0684814501,0060956291,0553347233,006447108X,0064405001,0060234970,0385484100,1565122968,0151001006,0813920744,0066238501,0679725229,0385503954,0679751343,0743254392,0345445848,0807123277,0374172897,0786868090,0679741151,0380703149,0312961324,0694524379,023398691X,0517362422,0933377290,8420430811,1857022424,8401423465,0670032670,3442724686,1887128794,0060199652,0064404994,0064405052,0395825210,0676974562,0060169192,156619265X,0743200330,0375422412,0393309762,1400060737,0140434127,0316120863,3442726328,0312267568,2266102621
22637,0130616443,1879639815,0070549222,0809233479,0953309819,0395874653,0441006981,0553373064,0684827573,0865303339,042501973X,0435240609,0698119592,0521310458,0679767800,0553280643,0807062995,0441373895,0911019200,0783801181,0553569473,0553287893,0380007959,1572152125,0553560735,0451457994,0380791986,0812536355,0933833571,0345350103,0879721359,0671531360,055356241X,0813390400,0441094996,2253072109,0671037927,0140153810,0441783589,0451134699,0441478069,0751302023,0345297318,0760730008,0312157037,0380461285,0962044555,0812535898,0553572393,0345322401,0582037670,0812538927,0380791994,0312867778,0671656449,0812500105,0812589734,038079439X,0446677949,0345378911,1858683858,0671878646,0345438353,0671319744,1551301679,0441748600,0312875789,0441010156,0671559060,074325998X,0441790348,0441478123,0061052949,2277134538,0553298178,0671795740,0553288776,0886774594,031209423X,0345254171,0671698168,0062734318,0812589696,0070480397,0441810764,0441813046,0380001004,006053821X,0345333926,0812579402,0812579410,0425049981,0812557859,0765301679,1571103422,0451188918,0812511069,0345330153,0671578375,0130305367,0553299077,0425093328,0061061433,0822023016,0671741926,0451452739,067165604X,0380976404,0345358791,0380821001,0380000547,0812524608,0380708213,2277237337,014130975X,0671653989,0345351738,042503819X,0812566637,0425044688,0553574027,0446610615,0380758148,0671629980,0345293010,8473863615,0345334302,0812562674,0553286587,0380786974,0886779898,0812580281,0812535189,0380707063,2290312169,0812551141,0553293419,0451453204,0812522133,0871318059,0671319639,067157812X,0380797992,0060921153,0394530101,0553268546,0553581279,031213486X,0345303067,0140124039
