User-ID;ISBN;Book-Rating
643;185479549X;8
643;1854795554;9
643;1858813093;7
643;2020315491;8
643;2070322068;8
643;2070393577;8
643;2253000868;8
643;2253001457;8
643;2253002895;7
643;2253006866;8
643;2253037796;7
643;2253043974;8
643;2253049417;9
643;2253051381;7
643;2253063339;10
643;2253140872;8
643;2253148539;8
643;2253170127;7
643;2253170372;8
643;2253170569;8
643;2857043821;6
643;2871290911;6
643;2876916193;7
643;2909051196;7
651;0060006048;5
651;0060934719;8
651;0307215342;6
651;0312287240;8
651;0345370740;7
651;0345403339;7
651;0374343381;7
651;0374386676;8
651;0380788497;7
651;0425049981;10
651;0425142485;6
651;0440219604;8
651;0440226694;8
651;0446300101;8
651;0451456548;7
651;0553574159;6
651;0553574167;6
651;0553574175;6
651;0553579673;7
651;0679801146;4
651;0786886463;7
651;0786889160;7
651;0962893862;4
651;156341029X;8
651;1563411148;6
651;1563899388;6
651;1886383421;4
651;1888451084;7
709;0060535032;5
709;0064405052;9
709;0064409457;6
709;0152162445;10
709;015216250X;10
709;0152162577;10
709;0316666343;3
709;0345391802;7
709;0439042917;9
709;043922165X;9
709;0439221676;4
709;0439221684;5
709;0439221706;4
709;0439221714;4
709;0439221730;4
709;0440219078;10
709;0440415993;10
709;0590897985;9
709;0689829698;6
709;0689832877;10
709;1562477528;9
735;038533334X;4
735;0440120470;6
735;0440222818;7
735;0440224829;9
735;044661162X;9
735;0449001954;8
735;0449131548;8
735;0451185277;8
735;0515134368;9
735;0671779338;10
735;1551660016;10
741;0130139165;8
741;0140065172;10
741;0198320264;10
741;0373036582;9
741;0373037449;10
741;0373196725;10
741;0373196741;3
741;0381999866;8
741;0393030342;10
741;044132231X;8
741;0450029956;10
741;0451524489;10
741;0451526503;10
741;0553256785;8
741;0590514776;6
805;0060256672;10
805;0060928336;7
805;0140070206;9
805;0140077022;10
805;014016930X;10
805;0140236589;7
805;0140253602;4
805;0156027321;9
805;0316777730;7
805;0375501851;8
805;0375705228;8
805;038001503X;10
805;039592720X;9
805;0440215625;8
805;0452282152;8
805;0553268449;8
805;0671003755;8
805;0679732764;10
805;0684844729;8
805;0810935627;7
805;0877733759;10
805;0911104542;10
805;1566193966;8
850;0671578103;6
850;3404203097;7
850;3404203135;7
850;3423009152;3
850;3423620005;9
850;3426616262;6
850;3426701448;8
850;3453137205;7
850;3453147243;5
850;3453171977;10
850;3453177800;5
850;3492229336;8
850;3596133319;6
850;3596142229;10
850;3746611229;3
850;3808536519;10
882;0020418809;10
882;0064401847;10
882;0064402967;5
882;0140440399;9
882;0340188022;9
882;0345334930;8
882;0373218400;5
882;0373484224;7
882;0380018179;10
882;0385504209;10
882;0394557433;10
882;0394743180;10
882;039607412X;10
882;0425179672;10
882;0425195899;9
882;0440215978;5
882;0440235162;10
882;0446344109;9
882;0449230279;9
882;0449700712;9
882;0452265347;10
882;051509465X;9
882;0515134368;6
882;0515135062;6
882;0517556278;8
882;0553205587;9
882;0553247921;10
882;0553250426;10
882;0553258656;10
882;0553272586;5
882;0553280589;10
882;0553290207;10
882;0553572997;10
882;0618260307;10
882;067101420X;4
882;0671641778;10
882;0679429220;9
882;067976402X;10
882;0743457943;5
882;8423995801;10
900;0060928336;9
900;0373057296;5
900;0373058446;5
900;0373092237;5
900;0373257074;5
900;0425137015;6
900;0441001335;5
900;0449212084;5
900;0451450604;5
900;0451454677;5
900;0553572490;6
901;000649840X;9
901;0099771519;9
901;0140431268;8
901;014044503X;8
901;0551030682;8
901;0551031085;8
901;0551032510;9
901;0785268480;10
901;0851707777;9
901;1576832899;10
901;1853261750;9
929;0029087104;8
929;0030615321;8
929;0226726770;7
929;0312140940;8
929;0345285549;5
929;0345307674;5
929;0345331605;7
929;0385314744;7
929;0394312066;8
929;0425050750;8
929;0439404371;8
929;0440224624;6
929;044100962X;4
929;0451169530;6
929;0553234811;6
929;0553296981;10
929;0553801031;9
929;0671461494;8
929;0671617028;8
929;067163884X;7
929;0679741011;5
929;0766607119;8
929;0894803700;8
929;0939766027;5
929;1895383129;7
1025;000636988X;9
1025;0006642004;5
1025;0060562080;8
1025;0060928336;5
1025;0140563733;9
1025;0140620915;10
1025;0142000663;10
1025;0142300128;10
1025;0330306839;8
1025;0380012863;8
1025;0394404289;9
1025;0434971383;7
1025;0552996009;9
1025;0552998001;9
1025;0552999504;8
1025;0552999512;7
1025;0575073004;8
1025;0575073314;8
1025;058242092X;7
1025;0613117905;9
1025;0679883878;8
1025;068484267X;9
1025;0743225082;8
1025;074603010X;9
1025;0749720182;7
1025;0749725028;6
1025;0752853007;6
1025;0805067868;10
1025;0811828379;9
1131;0060934417;8
1131;0060976845;7
1131;0061093092;8
1131;0061098361;7
1131;0070212570;7
1131;0174434642;8
1131;0312243022;8
1131;0312983824;6
1131;0345370805;7
1131;0375703055;7
1131;0385480016;9
1131;0394758285;7
1131;0440214424;8
1131;0446605891;6
1131;0446672211;7
1131;0446673544;5
1131;0449149676;7
1131;0451187903;7
1131;0451523067;8
1131;0671004565;6
1131;0671793489;7
1131;0679761837;7
1131;0679772677;7
1131;0743418174;7
1155;006101253X;7
1155;0373250223;8
1155;0380814021;6
1155;0380817683;10
1155;0440217806;7
1155;0446607835;8
1155;0451402103;8
1155;0451409256;9
1155;0671000381;7
1155;0671032658;9
1155;0671689231;7
1155;0671701053;5
1155;0743405978;8
1211;0099771519;9
1211;014143984X;9
1211;0375726322;8
1211;0385504209;9
1211;0752853694;8
1211;0786889373;8
1211;2020291541;9
1211;2070360024;8
1211;2070360423;7
1211;2070364283;7
1211;2070375161;7
1211;2070412571;8
1211;2070415686;8
1211;2070417700;6
1211;2070426815;7
1211;2070513726;9
1211;2070544281;9
1211;2207245810;9
1211;2207250474;9
1211;2207251756;10
1211;2207252000;8
1211;2253001295;6
1211;2253004898;8
1211;2253005274;8
1211;2253009164;8
1211;2253152064;5
1211;2253152277;7
1211;2258036992;9
1211;2264027681;9
1211;2264028815;9
1211;2266000489;8
1211;2266022504;8
1211;2266085778;2
1211;2266120158;9
1211;226612269X;7
1211;2290305251;8
1211;2290307831;9
1211;2290331406;8
1211;2707318094;8
1211;2723407381;9
1211;2723407403;9
1211;2723407411;9
1211;2723409821;10
1211;273811167X;7
1211;287129478X;9
1211;2871294798;9
1435;0060915544;10
1435;0060977477;5
1435;0345378490;5
1435;0345387651;5
1435;0345410998;10
1435;0374517886;8
1435;0375505547;7
1435;0380728249;10
1435;0385325126;9
1435;0385490615;6
1435;0394742591;7
1435;0399133143;5
1435;0446611239;10
1435;0446672211;8
1435;0451183665;7
1435;0451208765;4
1435;0486408760;10
1435;0517149257;10
1435;0517573822;10
1435;0570060265;8
1435;0618127453;9
1435;0671017586;7
1435;0671024248;4
1435;0679751343;8
1435;068484267X;8
1435;0684848783;5
1435;0684855631;9
1435;0684863324;9
1435;0802713815;5
1435;080410753X;10
1435;0812590236;4
1435;0844239461;5
1435;0850315336;6
1435;0875964125;5
1435;0877732906;6
1435;0887482570;7
1435;0913367176;10
1435;0929587227;7
1435;0933121245;7
1435;0971880107;5
1435;1558007725;6
1435;155874262X;10
1435;1569021074;5
1435;1573221775;4
1435;1893910245;3
1435;1932270329;6
1548;0060394447;1
1548;006093395X;6
1548;0312243022;8
1548;034540288X;5
1548;0345425707;8
1548;0345434692;7
1548;0374177023;7
1548;037541181X;7
1548;0425167313;8
1548;0451821971;7
1548;0452282152;8
1548;0553131893;8
1548;0553234609;9
1548;0553258540;9
1548;0765342294;8
1585;0028606353;5
1585;0061030953;4
1585;0316182540;7
1585;0316919896;7
1585;0345413903;7
1585;0446355224;4
1585;0446604658;6
1585;0446611611;6
1585;0449212602;8
1585;0451147375;5
1585;0451178033;6
1585;0553282476;7
1585;0553299506;7
1585;0553343874;6
1674;0060187271;10
1674;0060975547;9
1674;0131554255;7
1674;0312314256;10
1674;0312868308;5
1674;0312874006;1
1674;0316136778;10
1674;0345382544;9
1674;0345384466;7
1674;0345416880;7
1674;0375725784;10
1674;0385483503;10
1674;038548951X;10
1674;0385497288;10
1674;0393312801;10
1674;0445202718;1
1674;0449912558;5
1674;0451162463;8
1674;0553380958;10
1674;0590486101;10
1674;0618129030;8
1674;0679725164;6
1674;0679775471;8
1674;0812505166;10
1733;0060536705;7
1733;0061042005;9
1733;0061083275;9
1733;0061095869;8
1733;0312968256;6
1733;0312983824;5
1733;0316089699;5
1733;0345447840;10
1733;0373079621;3
1733;0373121601;8
1733;0373121709;5
1733;0373121857;8
1733;0373168438;9
1733;0373169299;5
1733;0373195036;9
1733;0373196636;4
1733;0373218400;9
1733;0373224818;8
1733;0373226934;8
1733;0373226950;10
1733;0373240228;10
1733;0373242328;6
1733;037325928X;7
1733;0373259840;7
1733;0373271867;7
1733;0373273193;8
1733;0373301529;6
1733;0373301537;6
1733;037330174X;8
1733;0373700474;10
1733;0373703023;5
1733;0373706200;8
1733;0373706545;5
1733;0373706901;10
1733;0373707959;8
1733;037370822X;7
1733;0373708300;5
1733;0373708319;6
1733;0373708351;10
1733;0373764146;7
1733;037383232X;9
1733;0373835426;7
1733;0373871864;4
1733;0373871945;6
1733;038076735X;7
1733;0380775840;9
1733;0380777304;8
1733;0425181111;7
1733;0440168724;9
1733;0440225868;8
1733;0446346438;2
1733;0446357405;7
1733;0446364762;5
1733;0446527130;7
1733;0446603082;8
1733;0449210197;1
1733;0451205189;9
1733;0451205650;5
1733;0451207963;10
1733;0505522969;5
1733;0505524333;10
1733;050552435X;10
1733;0515118230;8
1733;0515130419;8
1733;051513287X;9
1733;0517077744;8
1733;0553107232;7
1733;0553267159;5
1733;0553285947;7
1733;055329945X;8
1733;0553562746;7
1733;0553574078;8
1733;0553584898;9
1733;059035342X;10
1733;0671007696;9
1733;0671521446;7
1733;067179793X;5
1733;0689856644;10
1733;0743412621;8
1733;0743431367;10
1733;0743467191;9
1733;0821740121;10
1733;0821768107;9
1733;0828003882;5
1733;0843948078;8
1733;0971880107;1
1733;1551664348;7
1733;155166450X;8
1733;1551665794;7
1733;1551666200;9
1733;1551669404;6
1848;0061030651;5
1848;0070419361;10
1848;0156027321;10
1848;0312852487;10
1848;0345342968;10
1848;0345348109;9
1848;0345378482;8
1848;0345417623;8
1848;0345443683;9
1848;0375705090;9
1848;0385029551;10
1848;0394712447;10
1848;0451169530;5
1848;0525463313;6
1848;0671722727;10
1848;0684818868;10
1848;0717802418;10
1848;0762406984;10
1848;0765348438;10
1848;0765348446;10
1848;0778800229;5
1848;0786868716;10
1848;0804832463;10
1848;0812511816;10
1848;0812513738;8
1848;0812550706;8
1848;0871401185;7
1848;0890420254;10
1848;1882180887;7
1848;1929194196;10
1848;477001970X;9
1903;0060928069;7
1903;0060931361;9
1903;0130289221;10
1903;0130647608;3
1903;0130891347;8
1903;0130957011;9
1903;0140125086;10
1903;0140260234;10
1903;0140289216;10
1903;0151104212;10
1903;0194315193;10
1903;0300087152;10
1903;0316441791;10
1903;0316777730;10
1903;0340697687;10
1903;0345333152;10
1903;0345409469;10
1903;0375757325;9
1903;0380810336;10
1903;0385722192;2
1903;0394743644;10
1903;0415167914;10
1903;0435240609;9
1903;044022330X;6
1903;0446391581;10
1903;0452266688;10
1903;0465021433;10
1903;0517084732;8
1903;0582037670;8
1903;0670031518;10
1903;067162248X;10
1903;0679430946;10
1903;0684866005;1
1903;068815252X;3
1903;0688164080;10
1903;0767913973;8
1903;078686351X;6
1903;0803959907;10
1903;0806957050;10
1903;0812550706;10
1903;0840339402;7
1903;0879804211;1
1903;0953309819;8
1903;0968246907;10
1903;1564146731;9
1903;1565115228;10
1903;1573922110;10
1903;1581820542;1
1903;1585420611;10
1903;185788292X;9
2024;0060167084;8
2024;0151002231;9
2024;0226067114;8
2024;0312028784;7
2024;0380717972;9
2024;0385239068;5
2024;0393011224;9
2024;0415907411;8
2024;0472095978;9
2024;0525480374;5
2024;0525943730;5
2024;0802116825;8
2024;0802130259;5
2024;0807079200;9
2024;0812822625;5
2024;0841502439;9
2024;0846705672;9
2024;0877736510;8
2024;0878670319;9
2024;0890876096;8
2024;0896082172;8
2024;1555831753;5
2024;1560238763;8
2024;1565842103;8
2024;1895857058;9
2030;0060191988;10
2030;0062500287;10
2030;0062502174;10
2030;0062507567;10
2030;0062508482;10
2030;0062509594;10
2030;006251279X;10
2030;0062513346;10
2030;0062513982;10
2030;0140298479;10
2030;0140422226;10
2030;0345453549;8
2030;0345453557;10
2030;0385315287;10
2030;0385484100;10
2030;0394404289;10
2030;0425133656;10
2030;0440108268;10
2030;0440204321;10
2030;044020562X;10
2030;0446676489;10
2030;0451525353;10
2030;0525945040;10
2030;0553255959;10
2030;0553274384;10
2030;0553476580;10
2030;067084487X;10
2030;0671777351;10
2030;0694524638;10
2030;0743400720;10
2030;0786860642;10
2030;0806514094;10
2030;0809237601;10
2030;0809237628;10
2030;0811812006;10
2030;0821211226;10
2030;0874221501;10
2030;0912365579;10
2030;0915811898;10
2030;1561706213;10
2030;1561707236;10
2030;1561707244;10
2030;1563054671;10
2030;1577310454;10
2030;1577311868;10
2030;1880032627;10
2033;0030020786;7
2033;0060248025;10
2033;0060256664;10
2033;0060256737;10
2033;0060950536;10
2033;0061020419;7
2033;0061020427;6
2033;0061056278;10
2033;0061056286;8
2033;0061056294;9
2033;0061059773;7
2033;0133502813;10
2033;0140386645;8
2033;0142000663;10
2033;0142500135;7
2033;0192800493;6
2033;0201632721;10
2033;0312921098;8
2033;0316542377;9
2033;0316779032;10
2033;0316779059;10
2033;0345337662;5
2033;0345340426;10
2033;0375815260;10
2033;0380775123;10
2033;0399523308;6
2033;0439064864;9
2033;0439136350;9
2033;0439139597;9
2033;043935806X;9
2033;0441004997;7
2033;0451456718;10
2033;0451456734;10
2033;0451457781;8
2033;0451458028;10
2033;0451458508;10
2033;0451458990;10
2033;0451459423;10
2033;0452279089;10
2033;0471485527;10
2033;051513628X;6
2033;0553379534;10
2033;0553573136;8
2033;0590353403;9
2033;0595006035;2
2033;0595093019;2
2033;0671025554;10
2033;0671027441;10
2033;0671519751;10
2033;0671524313;6
2033;0671676253;10
2033;0688117619;7
2033;0688149790;8
2033;0688161162;10
2033;0698119509;7
2033;0716723980;7
2033;0716724022;7
2033;0764550039;7
2033;0765342987;10
2033;0765345048;10
2033;0786861320;8
2033;0786880007;8
2033;0812090381;9
2033;0812500865;7
2033;0812516850;10
2033;0812520157;10
2033;0812521358;10
2033;0812523040;10
2033;0812523679;10
2033;0812532554;10
2033;0812532597;8
2033;0812532619;8
2033;0812532635;8
2033;0812532961;8
2033;0812532988;8
2033;0812533313;10
2033;0812533550;10
2033;0812533577;9
2033;0812533658;10
2033;0812535219;7
2033;0812575717;10
2033;0836204387;10
2033;0836218256;9
2033;0836218787;10
2033;0836220889;10
2033;0836221362;10
2033;0874936225;9
2033;0875962432;10
2033;0880887575;5
2033;0882710583;8
2033;0886773776;10
2033;0886773784;10
2033;0886774004;10
2033;0886774012;9
2033;0886774144;10
2033;0886774543;10
2033;0886774632;10
2033;0886775035;10
2033;0886775043;5
2033;0886775167;8
2033;0886775205;9
2033;0886775493;9
2033;0886775639;8
2033;0886775876;10
2033;0886776120;8
2033;0886776589;9
2033;0886776619;9
2033;0886777011;8
2033;0886777127;8
2033;0886777151;9
2033;0886777208;10
2033;0886777550;8
2033;0886777593;8
2033;0886777739;10
2033;0886778603;10
2033;0889652066;8
2033;0894716174;9
2033;0895295458;5
2033;0895779129;6
2033;0912500522;10
2033;0912500867;10
2033;0920668372;10
2033;0965921506;10
2033;0965987302;10
2033;1556432151;10
2033;1558506438;9
2033;1559274581;7
2033;156305700X;7
2033;1891400495;10
2084;8420443026;8
2084;8420483885;7
2084;843396951X;7
2084;8434845091;6
2084;8440616368;9
2084;8440682441;6
2084;8474448174;7
2084;8477021473;8
2084;8478886818;8
2084;8484500020;8
2084;8484509125;6
2103;0140259988;10
2103;014029645X;10
2103;0142003409;10
2103;0385472951;9
2103;0395629497;10
2103;0441225691;9
2103;0451451686;10
2103;0671577727;10
2103;0671721720;10
2103;0671875965;10
2103;0679723374;6
2103;0679745963;7
2103;068486780X;8
2103;0716744481;7
2179;0060392452;9
2179;0072131780;8
2179;0252068505;8
2179;0312263120;8
2179;0380815931;10
2179;0385504209;10
2179;0446532231;9
2179;0451455789;9
2179;0451458370;9
2179;0451524934;8
2179;0553373803;10
2179;0590353403;10
2179;0618002219;9
2179;0671721046;10
2179;0886777844;9
2179;0887307884;9
2179;0915035170;9
2179;0932130097;8
2179;0941104184;10
2179;096265342X;9
2179;1565926994;8
2179;1566393523;8
2179;1931836876;9
2276;0020960808;10
2276;0030632366;9
2276;0061030643;8
2276;0061098353;8
2276;0061099155;9
2276;0071407944;7
2276;0131953621;8
2276;0133143023;9
2276;0139634479;6
2276;031209261X;10
2276;0312191952;9
2276;0312855486;10
2276;0312974728;9
2276;0312983220;8
2276;0312989385;10
2276;0340182563;9
2276;0345257448;8
2276;0345272463;9
2276;0345275187;9
2276;0345275497;10
2276;034528643X;8
2276;0345308476;9
2276;0345315642;10
2276;0345357620;8
2276;0345361407;7
2276;0345379144;10
2276;0345382447;7
2276;0345397371;8
2276;0345404793;9
2276;0345423615;9
2276;0345447867;9
2276;0345460693;9
2276;0380002930;9
2276;0380482800;3
2276;0380542625;10
2276;038072880X;9
2276;0380770210;8
2276;0385018681;8
2276;0385505833;5
2276;0393310477;7
2276;0394499026;5
2276;0395247764;10
2276;0399129723;8
2276;0399146725;10
2276;0425033260;7
2276;0425037967;8
2276;0425039048;9
2276;0425047253;10
2276;0425050424;9
2276;0425052990;4
2276;0425053008;5
2276;0425054578;6
2276;0425055272;10
2276;0425056023;9
2276;0425058190;8
2276;0425062856;8
2276;0425119653;8
2276;0425170470;10
2276;0425172546;9
2276;0425182908;4
2276;0440110602;8
2276;0440128757;8
2276;0440145465;10
2276;0440220793;7
2276;0440221471;10
2276;0440236673;10
2276;0440237424;6
2276;0440948754;9
2276;0441065848;10
2276;0441116868;9
2276;0441317502;9
2276;044173684X;8
2276;0446327085;9
2276;0446349461;9
2276;0446364622;8
2276;0446518220;10
2276;0446521612;5
2276;0446609323;9
2276;0446612790;10
2276;0446613681;8
2276;0446794031;7
2276;0446936383;10
2276;0449007383;10
2276;0449209695;10
2276;044921852X;9
2276;0449232085;9
2276;0449236714;8
2276;0449237842;10
2276;0449240886;5
2276;0449703274;10
2276;0449903001;9
2276;0451115589;7
2276;0451163710;10
2276;0451171845;9
2276;0451204891;9
2276;0451401905;5
2276;0451452305;10
2276;0451452941;10
2276;0451454081;10
2276;0451454499;5
2276;0451456726;10
2276;0451456734;10
2276;0451458990;9
2276;0460016989;7
2276;0515130125;10
2276;0515135747;7
2276;0534129064;8
2276;0553052691;10
2276;0553113925;8
2276;0553144286;8
2276;0553227041;5
2276;055323577X;7
2276;0553236679;9
2276;0553240307;10
2276;0553246089;8
2276;0553258311;6
2276;0553263226;10
2276;0553289640;6
2276;0553290797;8
2276;0553574582;7
2276;0553575538;10
2276;0553576801;8
2276;0553582526;9
2276;0553583468;10
2276;0553584510;9
2276;0553585118;10
2276;0553585681;10
2276;0671016768;8
2276;0671428306;5
2276;0671442260;7
2276;0671442686;10
2276;0671473905;9
2276;0671524313;10
2276;0671531360;9
2276;0671547305;9
2276;0671622358;7
2276;0671625810;9
2276;0671635743;9
2276;0671653601;9
2276;0671658875;10
2276;0671660632;5
2276;0671669583;9
2276;0671721178;10
2276;0671721224;9
2276;0671721542;9
2276;0671729446;5
2276;0671743872;5
2276;0671795988;7
2276;0671797050;10
2276;0671806769;7
2276;0671832867;7
2276;0671833987;8
2276;0671836927;9
2276;0671876015;10
2276;0679504885;8
2276;0684803976;10
2276;0684852802;9
2276;0743412753;9
2276;0743424387;6
2276;0756400147;10
2276;0756400619;8
2276;0758201931;10
2276;0786006579;7
2276;0805063897;10
2276;0812513711;8
2276;0812517725;8
2276;0812545540;7
2276;0812575962;10
2276;0812585151;5
2276;0812880145;8
2276;082171306X;6
2276;087216683X;4
2276;0872168026;5
2276;0878331824;10
2276;0882293613;10
2276;0882840185;8
2276;0886771897;10
2276;0886772222;10
2276;0886772559;10
2276;0886772850;10
2276;0886773199;10
2276;0886774632;10
2276;0886775167;10
2276;0886775639;10
2276;0886776120;10
2276;0886779200;8
2276;088950900X;3
2276;089529768X;8
2276;0897890272;10
2276;0931580366;8
2276;1556111401;6
2276;1556522347;8
2276;1559702125;4
2276;1559723009;10
2276;1562059513;10
2276;1893224902;10
2288;0020519109;4
2288;0070212570;8
2288;0310466628;6
2288;0312993560;8
2288;0425115801;10
2288;0425144429;5
2288;0425188809;10
2288;0440206707;7
2288;0446363510;6
2288;0553210092;5
2288;0553582763;9
2288;0671623931;3
2288;0821764462;10
2288;0821770594;10
2313;0020442602;9
2313;0060173289;9
2313;0295955252;8
2313;0312186754;5
2313;0312275560;6
2313;0312876513;6
2313;0345348036;9
2313;034545104X;5
2313;0385470142;9
2313;0385482388;5
2313;0394756827;10
2313;0395874653;8
2313;0399141146;3
2313;0399146431;5
2313;0452260116;9
2313;0520077806;8
2313;0553278223;7
2313;0679729259;8
2313;0679733760;7
2313;0679741410;6
2313;0679745580;8
2313;0803287100;6
2313;0812533550;9
2313;0820319627;7
2313;0824811720;6
2313;0870238566;7
2313;0879520388;7
2313;1558850481;6
2337;0060928336;9
2337;0060987561;7
2337;0136714897;10
2337;0142001740;8
2337;0312265867;7
2337;0345350499;9
2337;0385505833;7
2337;0440403278;10
2337;0446528757;9
2337;0451191145;9
2337;0451191153;8
2337;0671510126;8
2337;0689823517;10
2337;0803722907;9
2337;0842314296;10
2337;0875093663;10
2337;1880089858;10
2358;0064408655;9
2358;0140071083;6
2358;0345302745;8
2358;0345348176;8
2358;0425171973;7
2358;0440208823;8
2358;0440220653;8
2358;0440400759;8
2358;0446603775;8
2358;0446603783;8
2358;0449212599;8
2358;0451160312;6
2358;055325636X;7
2358;0553262009;7
2358;0553272004;7
2358;059033560X;6
2358;0590403370;7
2358;0671034251;8
2358;0671746065;8
2358;0671899619;8
2358;0812509145;7
2358;0812524608;6
2363;0440234948;6
2363;0451450787;9
2363;0451450825;9
2363;0451450876;9
2363;0451451899;9
2363;0451451996;9
2363;0451452380;9
2363;0451452542;9
2363;0451453026;9
2363;0451453689;9
2363;0451453697;9
2363;0451453700;9
2363;0451453719;9
2363;0451453727;9
2363;0451456998;9
2363;0451457374;9
2363;0451457471;9
2363;0451458184;9
2363;0451458397;9
2363;0451459954;9
2363;0671578375;5
2363;0671726889;9
2719;0064407721;7
2719;0140089365;7
2719;0345441443;5
2719;038072345X;5
2719;0395869463;7
2719;0440911710;7
2719;0441009700;5
2719;0441535771;8
2719;0451521285;10
2719;0451521358;8
2719;0553265571;8
2719;0553266055;5
2719;0812566351;8
2766;0026890380;9
2766;0060235330;8
2766;0060958022;8
2766;0060975849;9
2766;0064440168;9
2766;014034294X;9
2766;0141304707;9
2766;0307128385;8
2766;0307168409;10
2766;0310322413;9
2766;0312146310;9
2766;0316666343;9
2766;0345319672;7
2766;038039586X;9
2766;0380726815;6
2766;0385508417;7
2766;0394873335;9
2766;0395827418;9
2766;039922405X;9
2766;0425178102;5
2766;0439078059;9
2766;0440204194;8
2766;0440211263;8
2766;0440219078;8
2766;0440221595;8
2766;0440237688;7
2766;044048474X;7
2766;0446310786;10
2766;0446516538;6
2766;0446607339;8
2766;0446611867;7
2766;0449005615;9
2766;0451129040;9
2766;0553211587;8
2766;0553279912;7
2766;059048575X;7
2766;0670030643;8
2766;0671702262;7
2766;0671721291;6
2766;0671729896;8
2766;0679733760;5
2766;0679751602;6
2766;0679830006;9
2766;0679848053;9
2766;0679877061;9
2766;0684801221;10
2766;0684835525;8
2766;0684852772;9
2766;0688025072;9
2766;0688031188;9
2766;071483839X;10
2766;0736903054;10
2766;0745926290;8
2766;0767902521;8
2766;0800786084;7
2766;0805421351;10
2766;0806624302;8
2766;0806961740;7
2766;0812568788;8
2766;0842345523;9
2766;0849911672;7
2766;0849929660;8
2766;0849941768;7
2766;0871915537;6
2766;0874869870;9
2766;0877191174;8
2766;0898157803;8
2766;0918956463;9
